issue_id,project,worklog_id,person,component,component_description,time_spent,date,time
6281,Internal Networks and Systems,27912,jevans,functional,type of work,0.5,1/11/17,9:03:00
6282,Internal Networks and Systems,27914,jevans,applications,group; work related to our applications,0.25,1/11/17,10:35:00
6282,Internal Networks and Systems,27914,jevans,break/fix,type of work,0.25,1/11/17,10:35:00
6282,Internal Networks and Systems,27914,jevans,bsg,tool/service,0.25,1/11/17,10:35:00
6282,Internal Networks and Systems,27914,jevans,networking,tool/service,0.25,1/11/17,10:35:00
6282,Internal Networks and Systems,27914,jevans,talend,tool/service,0.25,1/11/17,10:35:00
6283,Internal Networks and Systems,27920,tpenn,applications,group; work related to our applications,0.083333333,1/12/17,2:42:00
6283,Internal Networks and Systems,27920,tpenn,functional,type of work,0.083333333,1/12/17,2:42:00
6283,Internal Networks and Systems,27920,tpenn,ldap,tool/service,0.083333333,1/12/17,2:42:00
6283,Internal Networks and Systems,27920,tpenn,office365,tool/service,0.083333333,1/12/17,2:42:00
6283,Internal Networks and Systems,27920,tpenn,vpn,tool/service,0.083333333,1/12/17,2:42:00
6283,Internal Networks and Systems,28004,tpenn,applications,group; work related to our applications,0.25,1/13/17,2:00:00
6283,Internal Networks and Systems,28004,tpenn,functional,type of work,0.25,1/13/17,2:00:00
6283,Internal Networks and Systems,28004,tpenn,ldap,tool/service,0.25,1/13/17,2:00:00
6283,Internal Networks and Systems,28004,tpenn,office365,tool/service,0.25,1/13/17,2:00:00
6283,Internal Networks and Systems,28004,tpenn,vpn,tool/service,0.25,1/13/17,2:00:00
6284,Internal Networks and Systems,28059,smeltzer,corp_wiki,tool/service,0.5,1/18/17,10:11:00
6284,Internal Networks and Systems,28059,smeltzer,functional,type of work,0.5,1/18/17,10:11:00
6284,Internal Networks and Systems,28059,smeltzer,global_infra,group; work related to our global infrastructure,0.5,1/18/17,10:11:00
6284,Internal Networks and Systems,28059,smeltzer,networking,tool/service,0.5,1/18/17,10:11:00
6285,Internal Networks and Systems,27924,tpenn,applications,group; work related to our applications,0.083333333,1/12/17,6:43:00
6285,Internal Networks and Systems,27924,tpenn,exchange,tool/service,0.083333333,1/12/17,6:43:00
6285,Internal Networks and Systems,27924,tpenn,functional,type of work,0.083333333,1/12/17,6:43:00
6286,Internal Networks and Systems,28044,awestfall,break/fix,type of work,2,1/18/17,3:58:00
6286,Internal Networks and Systems,28044,awestfall,global_infra,group; work related to our global infrastructure,2,1/18/17,3:58:00
6286,Internal Networks and Systems,28044,awestfall,vidyo,tool/service,2,1/18/17,3:58:00
6287,Internal Networks and Systems,27926,tpenn,functional,type of work,0.083333333,1/12/17,7:18:00
6287,Internal Networks and Systems,27926,tpenn,global_infra,group; work related to our global infrastructure,0.083333333,1/12/17,7:18:00
6287,Internal Networks and Systems,27926,tpenn,networking,tool/service,0.083333333,1/12/17,7:18:00
6287,Internal Networks and Systems,27926,tpenn,QLS1,office,0.083333333,1/12/17,7:18:00
6288,Internal Networks and Systems,28003,tpenn,applications,group; work related to our applications,0.25,1/13/17,1:22:00
6288,Internal Networks and Systems,28003,tpenn,functional,type of work,0.25,1/13/17,1:22:00
6288,Internal Networks and Systems,28003,tpenn,slack,tool/service,0.25,1/13/17,1:22:00
6288,Internal Networks and Systems,28120,jevans,applications,group; work related to our applications,1,1/20/17,10:09:00
6288,Internal Networks and Systems,28120,jevans,functional,type of work,1,1/20/17,10:09:00
6288,Internal Networks and Systems,28120,jevans,slack,tool/service,1,1/20/17,10:09:00
6289,Internal Networks and Systems,28082,tpenn,applications,group; work related to our applications,0.083333333,1/19/17,8:54:00
6289,Internal Networks and Systems,28082,tpenn,break/fix,type of work,0.083333333,1/19/17,8:54:00
6289,Internal Networks and Systems,28082,tpenn,sso,tool/service,0.083333333,1/19/17,8:54:00
6290,Internal Networks and Systems,28066,tpenn,break/fix,type of work,0.25,1/19/17,2:29:00
6290,Internal Networks and Systems,28066,tpenn,global_infra,group; work related to our global infrastructure,0.25,1/19/17,2:29:00
6290,Internal Networks and Systems,28066,tpenn,networking,tool/service,0.25,1/19/17,2:29:00
6290,Internal Networks and Systems,28066,tpenn,SFO1,office,0.25,1/19/17,2:29:00
6291,Internal Networks and Systems,28002,tpenn,functional,type of work,0.25,1/13/17,1:19:00
6291,Internal Networks and Systems,28002,tpenn,global_infra,group; work related to our global infrastructure,0.25,1/13/17,1:19:00
6291,Internal Networks and Systems,28002,tpenn,networking,tool/service,0.25,1/13/17,1:19:00
6291,Internal Networks and Systems,28002,tpenn,NYC2,office,0.25,1/13/17,1:19:00
6291,Internal Networks and Systems,28002,tpenn,printing,tool/service,0.25,1/13/17,1:19:00
6292,Internal Networks and Systems,28086,jhoule,applications,group; work related to our applications,0.5,1/19/17,10:02:00
6292,Internal Networks and Systems,28086,jhoule,break/fix,type of work,0.5,1/19/17,10:02:00
6292,Internal Networks and Systems,28086,jhoule,bsg,tool/service,0.5,1/19/17,10:02:00
6292,Internal Networks and Systems,28086,jhoule,networking,tool/service,0.5,1/19/17,10:02:00
6292,Internal Networks and Systems,28086,jhoule,talend,tool/service,0.5,1/19/17,10:02:00
6293,Internal Networks and Systems,28018,tpenn,applications,group; work related to our applications,0.166666667,1/13/17,10:14:00
6293,Internal Networks and Systems,28018,tpenn,functional,type of work,0.166666667,1/13/17,10:14:00
6293,Internal Networks and Systems,28018,tpenn,slack,tool/service,0.166666667,1/13/17,10:14:00
6294,Internal Networks and Systems,28009,tpenn,applications,group; work related to our applications,0.083333333,1/13/17,5:36:00
6294,Internal Networks and Systems,28009,tpenn,question,type of work; tickets where a person just needs an explanation on how to use systems as they already exist. should NOT be used on tickets where there is actual work being done or requests being fulfilled.,0.083333333,1/13/17,5:36:00
6294,Internal Networks and Systems,28009,tpenn,slack,tool/service,0.083333333,1/13/17,5:36:00
6295,Internal Networks and Systems,28054,tpenn,applications,group; work related to our applications,0.25,1/18/17,8:55:00
6295,Internal Networks and Systems,28054,tpenn,functional,type of work,0.25,1/18/17,8:55:00
6295,Internal Networks and Systems,28054,tpenn,slack,tool/service,0.25,1/18/17,8:55:00
6296,Internal Networks and Systems,28133,jhoule,applications,group; work related to our applications,0.5,1/23/17,7:31:00
6296,Internal Networks and Systems,28133,jhoule,functional,type of work,0.5,1/23/17,7:31:00
6296,Internal Networks and Systems,28133,jhoule,spotfire,tool/service,0.5,1/23/17,7:31:00
6297,Internal Networks and Systems,28015,tpenn,console,tool/service; should usually also have user_management as that's really all our team does with console,0.083333333,1/13/17,7:53:00
6297,Internal Networks and Systems,28015,tpenn,functional,type of work,0.083333333,1/13/17,7:53:00
6297,Internal Networks and Systems,28015,tpenn,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.083333333,1/13/17,7:53:00
6298,Internal Networks and Systems,28039,tpenn,applications,group; work related to our applications,0.083333333,1/17/17,10:54:00
6298,Internal Networks and Systems,28039,tpenn,fileserver,tool/service,0.083333333,1/17/17,10:54:00
6298,Internal Networks and Systems,28039,tpenn,functional,type of work,0.083333333,1/17/17,10:54:00
6299,Internal Networks and Systems,28034,jhoule,applications,group; work related to our applications,0.083333333,1/17/17,8:01:00
6299,Internal Networks and Systems,28034,jhoule,break/fix,type of work,0.083333333,1/17/17,8:01:00
6299,Internal Networks and Systems,28034,jhoule,infor,tool/service,0.083333333,1/17/17,8:01:00
6300,Internal Networks and Systems,28045,jhoule,applications,group; work related to our applications,0.5,1/18/17,6:15:00
6300,Internal Networks and Systems,28045,jhoule,functional,type of work,0.5,1/18/17,6:15:00
6300,Internal Networks and Systems,28045,jhoule,slack,tool/service,0.5,1/18/17,6:15:00
6301,Internal Networks and Systems,28047,jhoule,applications,group; work related to our applications,0.5,1/18/17,7:45:00
6301,Internal Networks and Systems,28047,jhoule,break/fix,type of work,0.5,1/18/17,7:45:00
6301,Internal Networks and Systems,28047,jhoule,slack,tool/service,0.5,1/18/17,7:45:00
6302,Internal Networks and Systems,28035,jevans,applications,group; work related to our applications,0.25,1/17/17,9:14:00
6302,Internal Networks and Systems,28035,jevans,bitbucket,tool/service,0.25,1/17/17,9:14:00
6302,Internal Networks and Systems,28035,jevans,functional,type of work,0.25,1/17/17,9:14:00
6303,Internal Networks and Systems,28036,jhoule,applications,group; work related to our applications,0.25,1/17/17,9:44:00
6303,Internal Networks and Systems,28036,jhoule,functional,type of work,0.25,1/17/17,9:44:00
6303,Internal Networks and Systems,28036,jhoule,slack,tool/service,0.25,1/17/17,9:44:00
6306,Internal Networks and Systems,28046,jhoule,applications,group; work related to our applications,1,1/18/17,6:57:00
6306,Internal Networks and Systems,28046,jhoule,functional,type of work,1,1/18/17,6:57:00
6306,Internal Networks and Systems,28046,jhoule,jira,tool/service,1,1/18/17,6:57:00
6307,Internal Networks and Systems,28116,jevans,1099pro,tool/service,1,1/20/17,9:22:00
6307,Internal Networks and Systems,28116,jevans,applications,group; work related to our applications,1,1/20/17,9:22:00
6307,Internal Networks and Systems,28116,jevans,functional,type of work,1,1/20/17,9:22:00
6309,Internal Networks and Systems,28048,jhoule,applications,group; work related to our applications,0.25,1/18/17,8:02:00
6309,Internal Networks and Systems,28048,jhoule,functional,type of work,0.25,1/18/17,8:02:00
6309,Internal Networks and Systems,28048,jhoule,talend,tool/service,0.25,1/18/17,8:02:00
6310,Internal Networks and Systems,28318,jevans,applications,group; work related to our applications,0.5,2/8/17,6:20:00
6310,Internal Networks and Systems,28318,jevans,corp_wiki,tool/service,0.5,2/8/17,6:20:00
6310,Internal Networks and Systems,28318,jevans,functional,type of work,0.5,2/8/17,6:20:00
6311,Internal Networks and Systems,28050,jhoule,applications,group; work related to our applications,0.25,1/18/17,8:24:00
6311,Internal Networks and Systems,28050,jhoule,fileserver,tool/service,0.25,1/18/17,8:24:00
6311,Internal Networks and Systems,28050,jhoule,functional,type of work,0.25,1/18/17,8:24:00
6311,Internal Networks and Systems,28050,jhoule,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,1/18/17,8:24:00
6311,Internal Networks and Systems,28642,jevans,applications,group; work related to our applications,0.25,3/3/17,5:46:00
6311,Internal Networks and Systems,28642,jevans,fileserver,tool/service,0.25,3/3/17,5:46:00
6311,Internal Networks and Systems,28642,jevans,functional,type of work,0.25,3/3/17,5:46:00
6311,Internal Networks and Systems,28642,jevans,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,3/3/17,5:46:00
6312,Internal Networks and Systems,28049,kyang,applications,group; work related to our applications,2,1/18/17,8:23:00
6312,Internal Networks and Systems,28049,kyang,break/fix,type of work,2,1/18/17,8:23:00
6312,Internal Networks and Systems,28049,kyang,corp_wiki,tool/service,2,1/18/17,8:23:00
6312,Internal Networks and Systems,28057,scarnes,applications,group; work related to our applications,2,1/18/17,9:43:00
6312,Internal Networks and Systems,28057,scarnes,break/fix,type of work,2,1/18/17,9:43:00
6312,Internal Networks and Systems,28057,scarnes,corp_wiki,tool/service,2,1/18/17,9:43:00
6314,Internal Networks and Systems,28073,jhoule,applications,group; work related to our applications,0.25,1/19/17,5:43:00
6314,Internal Networks and Systems,28073,jhoule,fileserver,tool/service,0.25,1/19/17,5:43:00
6314,Internal Networks and Systems,28073,jhoule,functional,type of work,0.25,1/19/17,5:43:00
6314,Internal Networks and Systems,28073,jhoule,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,1/19/17,5:43:00
6315,Internal Networks and Systems,28070,jhoule,applications,group; work related to our applications,0.083333333,1/19/17,4:24:00
6315,Internal Networks and Systems,28070,jhoule,break/fix,type of work,0.083333333,1/19/17,4:24:00
6315,Internal Networks and Systems,28070,jhoule,infor,tool/service,0.083333333,1/19/17,4:24:00
6316,Internal Networks and Systems,28083,jhoule,applications,group; work related to our applications,0.166666667,1/19/17,8:58:00
6316,Internal Networks and Systems,28083,jhoule,functional,type of work,0.166666667,1/19/17,8:58:00
6316,Internal Networks and Systems,28083,jhoule,mx_filter,tool/service,0.166666667,1/19/17,8:58:00
6317,Internal Networks and Systems,28069,scarnes,applications,group; work related to our applications,0.5,1/19/17,4:11:00
6317,Internal Networks and Systems,28069,scarnes,break/fix,type of work,0.5,1/19/17,4:11:00
6317,Internal Networks and Systems,28069,scarnes,puppet,tool/service,0.5,1/19/17,4:11:00
6318,Internal Networks and Systems,28110,jhoule,applications,group; work related to our applications,0.5,1/20/17,8:59:00
6318,Internal Networks and Systems,28110,jhoule,corp_wiki,tool/service,0.5,1/20/17,8:59:00
6318,Internal Networks and Systems,28110,jhoule,functional,type of work,0.5,1/20/17,8:59:00
6319,Internal Networks and Systems,28587,smeltzer,functional,type of work,1,2/28/17,8:47:00
6319,Internal Networks and Systems,28587,smeltzer,global_infra,group; work related to our global infrastructure,1,2/28/17,8:47:00
6319,Internal Networks and Systems,28587,smeltzer,NYC2,office,1,2/28/17,8:47:00
6319,Internal Networks and Systems,28587,smeltzer,wifi,tool/service,1,2/28/17,8:47:00
6320,Internal Networks and Systems,28109,jhoule,applications,group; work related to our applications,0.5,1/20/17,8:56:00
6320,Internal Networks and Systems,28109,jhoule,functional,type of work,0.5,1/20/17,8:56:00
6320,Internal Networks and Systems,28109,jhoule,jira,tool/service,0.5,1/20/17,8:56:00
6321,Internal Networks and Systems,28091,jhoule,applications,group; work related to our applications,0.166666667,1/20/17,12:54:00
6321,Internal Networks and Systems,28091,jhoule,functional,type of work,0.166666667,1/20/17,12:54:00
6321,Internal Networks and Systems,28091,jhoule,spotfire,tool/service,0.166666667,1/20/17,12:54:00
6322,Internal Networks and Systems,28101,jhoule,console,tool/service; should usually also have user_management as that's really all our team does with console,0.166666667,1/20/17,6:11:00
6322,Internal Networks and Systems,28101,jhoule,functional,type of work,0.166666667,1/20/17,6:11:00
6322,Internal Networks and Systems,28101,jhoule,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.166666667,1/20/17,6:11:00
6323,Internal Networks and Systems,28265,mpuello,applications,group; work related to our applications,0.333333333,2/3/17,5:13:00
6323,Internal Networks and Systems,28265,mpuello,functional,type of work,0.333333333,2/3/17,5:13:00
6323,Internal Networks and Systems,28265,mpuello,ldap,tool/service,0.333333333,2/3/17,5:13:00
6323,Internal Networks and Systems,28265,mpuello,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.333333333,2/3/17,5:13:00
6324,Internal Networks and Systems,28134,jhoule,applications,group; work related to our applications,0.166666667,1/23/17,7:46:00
6324,Internal Networks and Systems,28134,jhoule,functional,type of work,0.166666667,1/23/17,7:46:00
6324,Internal Networks and Systems,28134,jhoule,spotfire,tool/service,0.166666667,1/23/17,7:46:00
6325,Internal Networks and Systems,28117,jhoule,applications,group; work related to our applications,0.75,1/20/17,9:36:00
6325,Internal Networks and Systems,28117,jhoule,break/fix,type of work,0.75,1/20/17,9:36:00
6325,Internal Networks and Systems,28117,jhoule,jira,tool/service,0.75,1/20/17,9:36:00
6326,Internal Networks and Systems,28241,jhoule,applications,group; work related to our applications,1,2/1/17,8:38:00
6326,Internal Networks and Systems,28241,jhoule,fileserver,tool/service,1,2/1/17,8:38:00
6326,Internal Networks and Systems,28241,jhoule,functional,type of work,1,2/1/17,8:38:00
6326,Internal Networks and Systems,28241,jhoule,user_management,"theme; any work done to update, delete, or change users of a system in any way",1,2/1/17,8:38:00
6327,Internal Networks and Systems,28115,jhoule,applications,group; work related to our applications,0.083333333,1/20/17,9:03:00
6327,Internal Networks and Systems,28115,jhoule,break/fix,type of work,0.083333333,1/20/17,9:03:00
6327,Internal Networks and Systems,28115,jhoule,exchange,tool/service,0.083333333,1/20/17,9:03:00
6329,Internal Networks and Systems,28126,mpuello,applications,group; work related to our applications,0.166666667,1/23/17,4:18:00
6329,Internal Networks and Systems,28126,mpuello,drt_data,tool/service,0.166666667,1/23/17,4:18:00
6329,Internal Networks and Systems,28126,mpuello,functional,type of work,0.166666667,1/23/17,4:18:00
6329,Internal Networks and Systems,28126,mpuello,spotfire,tool/service,0.166666667,1/23/17,4:18:00
6329,Internal Networks and Systems,28126,mpuello,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.166666667,1/23/17,4:18:00
6330,Internal Networks and Systems,28132,jhoule,applications,group; work related to our applications,0.166666667,1/23/17,7:19:00
6330,Internal Networks and Systems,28132,jhoule,functional,type of work,0.166666667,1/23/17,7:19:00
6330,Internal Networks and Systems,28132,jhoule,spotfire,tool/service,0.166666667,1/23/17,7:19:00
6331,Internal Networks and Systems,28223,tpenn,applications,group; work related to our applications,0.083333333,1/31/17,10:23:00
6331,Internal Networks and Systems,28223,tpenn,exchange,tool/service,0.083333333,1/31/17,10:23:00
6331,Internal Networks and Systems,28223,tpenn,functional,type of work,0.083333333,1/31/17,10:23:00
6332,Internal Networks and Systems,28136,mpuello,applications,group; work related to our applications,0.166666667,1/24/17,3:28:00
6332,Internal Networks and Systems,28136,mpuello,functional,type of work,0.166666667,1/24/17,3:28:00
6332,Internal Networks and Systems,28136,mpuello,spotfire,tool/service,0.166666667,1/24/17,3:28:00
6332,Internal Networks and Systems,28136,mpuello,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.166666667,1/24/17,3:28:00
6333,Internal Networks and Systems,28701,cwalmsley,applications,group; work related to our applications,0.016666667,3/6/17,9:58:00
6333,Internal Networks and Systems,28701,cwalmsley,functional,type of work,0.016666667,3/6/17,9:58:00
6333,Internal Networks and Systems,28701,cwalmsley,slack,tool/service,0.016666667,3/6/17,9:58:00
6334,Internal Networks and Systems,28137,scarnes,active_directory,tool/service,0.5,1/24/17,3:57:00
6334,Internal Networks and Systems,28137,scarnes,applications,group; work related to our applications,0.5,1/24/17,3:57:00
6334,Internal Networks and Systems,28137,scarnes,break/fix,type of work,0.5,1/24/17,3:57:00
6334,Internal Networks and Systems,28137,scarnes,global_infra,group; work related to our global infrastructure,0.5,1/24/17,3:57:00
6334,Internal Networks and Systems,28138,tpenn,active_directory,tool/service,0.25,1/24/17,3:59:00
6334,Internal Networks and Systems,28138,tpenn,applications,group; work related to our applications,0.25,1/24/17,3:59:00
6334,Internal Networks and Systems,28138,tpenn,break/fix,type of work,0.25,1/24/17,3:59:00
6334,Internal Networks and Systems,28138,tpenn,global_infra,group; work related to our global infrastructure,0.25,1/24/17,3:59:00
6334,Internal Networks and Systems,28139,awestfall,active_directory,tool/service,0.25,1/24/17,4:03:00
6334,Internal Networks and Systems,28139,awestfall,applications,group; work related to our applications,0.25,1/24/17,4:03:00
6334,Internal Networks and Systems,28139,awestfall,break/fix,type of work,0.25,1/24/17,4:03:00
6334,Internal Networks and Systems,28139,awestfall,global_infra,group; work related to our global infrastructure,0.25,1/24/17,4:03:00
6335,Internal Networks and Systems,28141,awestfall,functional,type of work,1.5,1/24/17,5:43:00
6335,Internal Networks and Systems,28141,awestfall,global_infra,group; work related to our global infrastructure,1.5,1/24/17,5:43:00
6335,Internal Networks and Systems,28141,awestfall,hardware,tool/service,1.5,1/24/17,5:43:00
6335,Internal Networks and Systems,28141,awestfall,NYC2,office,1.5,1/24/17,5:43:00
6335,Internal Networks and Systems,28141,awestfall,opengear,tool/service,1.5,1/24/17,5:43:00
6336,Internal Networks and Systems,28143,scarnes,applications,group; work related to our applications,0.5,1/24/17,7:19:00
6336,Internal Networks and Systems,28143,scarnes,break/fix,type of work,0.5,1/24/17,7:19:00
6336,Internal Networks and Systems,28143,scarnes,ldap,tool/service,0.5,1/24/17,7:19:00
6337,Internal Networks and Systems,28154,mpuello,applications,group; work related to our applications,0.166666667,1/25/17,6:44:00
6337,Internal Networks and Systems,28154,mpuello,functional,type of work,0.166666667,1/25/17,6:44:00
6337,Internal Networks and Systems,28154,mpuello,mx_filter,tool/service,0.166666667,1/25/17,6:44:00
6338,Internal Networks and Systems,28155,mpuello,console,tool/service; should usually also have user_management as that's really all our team does with console,0.166666667,1/25/17,7:59:00
6338,Internal Networks and Systems,28155,mpuello,functional,type of work,0.166666667,1/25/17,7:59:00
6338,Internal Networks and Systems,28155,mpuello,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.166666667,1/25/17,7:59:00
6339,Internal Networks and Systems,28231,awestfall,break/fix,type of work,3,2/1/17,3:11:00
6339,Internal Networks and Systems,28231,awestfall,global_infra,group; work related to our global infrastructure,3,2/1/17,3:11:00
6339,Internal Networks and Systems,28231,awestfall,networking,tool/service,3,2/1/17,3:11:00
6339,Internal Networks and Systems,28231,awestfall,NYC2,office,3,2/1/17,3:11:00
6339,Internal Networks and Systems,28231,awestfall,wifi,tool/service,3,2/1/17,3:11:00
6340,Internal Networks and Systems,28164,mpuello,applications,group; work related to our applications,0.016666667,1/26/17,4:27:00
6340,Internal Networks and Systems,28164,mpuello,functional,type of work,0.016666667,1/26/17,4:27:00
6340,Internal Networks and Systems,28164,mpuello,spotfire,tool/service,0.016666667,1/26/17,4:27:00
6341,Internal Networks and Systems,28276,jevans,applications,group; work related to our applications,0.25,2/3/17,10:33:00
6341,Internal Networks and Systems,28276,jevans,corp_wiki,tool/service,0.25,2/3/17,10:33:00
6341,Internal Networks and Systems,28276,jevans,functional,type of work,0.25,2/3/17,10:33:00
6344,Internal Networks and Systems,28159,scarnes,applications,group; work related to our applications,0.5,1/26/17,3:39:00
6344,Internal Networks and Systems,28159,scarnes,break/fix,type of work,0.5,1/26/17,3:39:00
6344,Internal Networks and Systems,28159,scarnes,check_mk,tool/service,0.5,1/26/17,3:39:00
6344,Internal Networks and Systems,28160,kyang,applications,group; work related to our applications,0.15,1/26/17,3:40:00
6344,Internal Networks and Systems,28160,kyang,break/fix,type of work,0.15,1/26/17,3:40:00
6344,Internal Networks and Systems,28160,kyang,check_mk,tool/service,0.15,1/26/17,3:40:00
6345,Internal Networks and Systems,28166,mpuello,applications,group; work related to our applications,0.333333333,1/26/17,10:23:00
6345,Internal Networks and Systems,28166,mpuello,fileserver,tool/service,0.333333333,1/26/17,10:23:00
6345,Internal Networks and Systems,28166,mpuello,functional,type of work,0.333333333,1/26/17,10:23:00
6346,Internal Networks and Systems,28184,mpuello,applications,group; work related to our applications,0.166666667,1/27/17,7:30:00
6346,Internal Networks and Systems,28184,mpuello,bitbucket,tool/service,0.166666667,1/27/17,7:30:00
6346,Internal Networks and Systems,28184,mpuello,functional,type of work,0.166666667,1/27/17,7:30:00
6346,Internal Networks and Systems,28184,mpuello,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.166666667,1/27/17,7:30:00
6347,Internal Networks and Systems,28165,mpuello,applications,group; work related to our applications,0.016666667,1/26/17,10:23:00
6347,Internal Networks and Systems,28165,mpuello,break/fix,type of work,0.016666667,1/26/17,10:23:00
6347,Internal Networks and Systems,28165,mpuello,spotfire,tool/service,0.016666667,1/26/17,10:23:00
6348,Internal Networks and Systems,28339,awestfall,break/fix,type of work,4,2/10/17,8:07:00
6348,Internal Networks and Systems,28339,awestfall,global_infra,group; work related to our global infrastructure,4,2/10/17,8:07:00
6348,Internal Networks and Systems,28339,awestfall,isp,tool/service,4,2/10/17,8:07:00
6348,Internal Networks and Systems,28339,awestfall,networking,tool/service,4,2/10/17,8:07:00
6350,Internal Networks and Systems,28190,mpuello,applications,group; work related to our applications,0.25,1/30/17,6:38:00
6350,Internal Networks and Systems,28190,mpuello,drt_data,tool/service,0.25,1/30/17,6:38:00
6350,Internal Networks and Systems,28190,mpuello,functional,type of work,0.25,1/30/17,6:38:00
6350,Internal Networks and Systems,28190,mpuello,spotfire,tool/service,0.25,1/30/17,6:38:00
6350,Internal Networks and Systems,28190,mpuello,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,1/30/17,6:38:00
6350,Internal Networks and Systems,28212,mpuello,applications,group; work related to our applications,0.25,1/31/17,4:07:00
6350,Internal Networks and Systems,28212,mpuello,drt_data,tool/service,0.25,1/31/17,4:07:00
6350,Internal Networks and Systems,28212,mpuello,functional,type of work,0.25,1/31/17,4:07:00
6350,Internal Networks and Systems,28212,mpuello,spotfire,tool/service,0.25,1/31/17,4:07:00
6350,Internal Networks and Systems,28212,mpuello,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.25,1/31/17,4:07:00
6351,Internal Networks and Systems,28179,kyang,applications,group; work related to our applications,0.15,1/27/17,6:55:00
6351,Internal Networks and Systems,28179,kyang,break/fix,type of work,0.15,1/27/17,6:55:00
6351,Internal Networks and Systems,28179,kyang,ldap,tool/service,0.15,1/27/17,6:55:00
6351,Internal Networks and Systems,28180,scarnes,applications,group; work related to our applications,1,1/27/17,6:56:00
6351,Internal Networks and Systems,28180,scarnes,break/fix,type of work,1,1/27/17,6:56:00
6351,Internal Networks and Systems,28180,scarnes,ldap,tool/service,1,1/27/17,6:56:00
6352,Internal Networks and Systems,28185,awestfall,break/fix,type of work,0.5,1/27/17,7:33:00
6352,Internal Networks and Systems,28185,awestfall,global_infra,group; work related to our global infrastructure,0.5,1/27/17,7:33:00
6352,Internal Networks and Systems,28185,awestfall,PDX1,office,0.5,1/27/17,7:33:00
6352,Internal Networks and Systems,28185,awestfall,wifi,tool/service,0.5,1/27/17,7:33:00
6353,Internal Networks and Systems,28211,jevans,applications,group; work related to our applications,0.25,1/31/17,3:23:00
6353,Internal Networks and Systems,28211,jevans,functional,type of work,0.25,1/31/17,3:23:00
6353,Internal Networks and Systems,28211,jevans,hardware,tool/service,0.25,1/31/17,3:23:00
6354,Internal Networks and Systems,28293,jevans,applications,group; work related to our applications,1,2/6/17,9:39:00
6354,Internal Networks and Systems,28293,jevans,fileserver,tool/service,1,2/6/17,9:39:00
6354,Internal Networks and Systems,28293,jevans,functional,type of work,1,2/6/17,9:39:00
6354,Internal Networks and Systems,28293,jevans,user_management,"theme; any work done to update, delete, or change users of a system in any way",1,2/6/17,9:39:00
6355,Internal Networks and Systems,28280,jevans,applications,group; work related to our applications,0.25,2/6/17,3:36:00
6355,Internal Networks and Systems,28280,jevans,break/fix,type of work,0.25,2/6/17,3:36:00
6355,Internal Networks and Systems,28280,jevans,exchange,tool/service,0.25,2/6/17,3:36:00
6356,Internal Networks and Systems,28234,jevans,applications,group; work related to our applications,1,2/1/17,6:51:00
6356,Internal Networks and Systems,28234,jevans,exchange,tool/service,1,2/1/17,6:51:00
6356,Internal Networks and Systems,28234,jevans,functional,type of work,1,2/1/17,6:51:00
6357,Internal Networks and Systems,28204,jevans,applications,group; work related to our applications,0.5,1/30/17,9:14:00
6357,Internal Networks and Systems,28204,jevans,break/fix,type of work,0.5,1/30/17,9:14:00
6357,Internal Networks and Systems,28204,jevans,exchange,tool/service,0.5,1/30/17,9:14:00
6358,Internal Networks and Systems,28219,jevans,applications,group; work related to our applications,0.25,1/31/17,8:15:00
6358,Internal Networks and Systems,28219,jevans,functional,type of work,0.25,1/31/17,8:15:00
6358,Internal Networks and Systems,28219,jevans,spotfire,tool/service,0.25,1/31/17,8:15:00
6360,Internal Networks and Systems,28232,awestfall,break/fix,type of work,2.5,2/1/17,3:14:00
6360,Internal Networks and Systems,28232,awestfall,global_infra,group; work related to our global infrastructure,2.5,2/1/17,3:14:00
6360,Internal Networks and Systems,28232,awestfall,networking,tool/service,2.5,2/1/17,3:14:00
6361,Internal Networks and Systems,28218,jevans,break/fix,type of work,0.25,1/31/17,8:08:00
6361,Internal Networks and Systems,28218,jevans,global_infra,group; work related to our global infrastructure,0.25,1/31/17,8:08:00
6361,Internal Networks and Systems,28218,jevans,printing,tool/service,0.25,1/31/17,8:08:00
6362,Internal Networks and Systems,28532,jhoule,applications,group; work related to our applications,1,2/22/17,4:11:00
6362,Internal Networks and Systems,28532,jhoule,functional,type of work,1,2/22/17,4:11:00
6362,Internal Networks and Systems,28532,jhoule,spotfire,tool/service,1,2/22/17,4:11:00
6363,Internal Networks and Systems,28545,mpuello,applications,group; work related to our applications,7,2/23/17,5:23:00
6363,Internal Networks and Systems,28545,mpuello,functional,type of work,7,2/23/17,5:23:00
